ID_Ticket,ID_Empresa,ID_Tecnico,Fecha_Solicitud,Fecha_Resolucion,Tipo_Servicio,Horas_Facturadas,Costo_Repuestos_USD,Tiempo_Resolucion_Horas,Ingreso_Total_USD,Nombre_Empresa,Tamano_Flota,Tipo_Contrato,Fecha_Alta,Nombre_Tecnico,Especialidad,Seniority
TK-100115,7154,762,2025-12-18 22:15:22,2025-12-20 02:15:22,Preventivo,2.7,109.25,28.0,257.75,Castillo Ltd,10,Pay-per-use,2025-08-26,Nahiara Romero,Alta Tension,Senior
TK-100116,3522,712,2026-03-23 04:11:18,2026-03-24 11:11:18,Preventivo,1.6,95.08,31.0,183.07999999999998,Soria-Garcia,10,Pay-per-use,2026-05-11,Clara Rojas,Mecanica General,Semi-Senior
TK-100117,3492,288,2024-08-24 08:24:10,2024-08-28 12:24:10,Correctivo Mecanico,7.2,622.52,100.0,1018.52,Soto-Fernandez,25,Suscripcion,2025-11-13,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-100118,4630,407,2025-09-23 06:13:24,2025-09-26 07:13:24,Correctivo Mecanico,5.7,1344.42,73.0,1657.92,Vargas-Rodriguez,10,Pay-per-use,2026-01-19,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-100119,7653,827,2025-10-20 21:07:38,2025-10-22 01:07:38,Preventivo,1.2,122.01,28.0,188.01,Acosta-Ledesma,10,Pay-per-use,2024-01-12,Pilar Rodriguez,Mecanica General,Senior
TK-100120,4457,349,2024-08-31 21:21:05,2024-09-01 23:21:05,Correctivo Software,8.6,838.07,26.0,1311.0700000000002,Dominguez-Fernandez,10,Suscripcion,2024-02-06,Sr(a). Nicolas Romero,Software,Senior
TK-100121,6072,607,2024-07-05 01:39:43,2024-07-06 09:39:43,Preventivo,1.8,74.33,32.0,173.32999999999998,"Alvarez, Arias and Correa",10,Suscripcion,2026-03-17,Sr(a). Franco Perez,Alta Tension,Junior
TK-100122,7850,675,2025-06-28 23:46:05,2025-06-30 05:46:05,Preventivo,1.7,149.66,30.0,243.16,Soto and Sons,10,Pay-per-use,2024-10-01,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-100123,8708,327,2025-07-24 10:53:11,2025-07-25 14:53:11,Correctivo Software,5.1,526.82,28.0,807.32,"Ferreyra, Avila and Lopez",25,Suscripcion,2025-11-06,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-100124,8657,887,2024-05-19 12:21:28,2024-05-19 16:21:28,Preventivo,2.5,145.09,4.0,282.59000000000003,Chavez PLC,25,Suscripcion,2023-06-22,Lola Cardozo Ledesma,Alta Tension,Junior
TK-100125,2312,407,2025-08-29 23:33:08,2025-09-04 04:33:08,Correctivo Mecanico,7.1,1141.96,125.0,1532.46,Rodriguez Inc,10,Suscripcion,2026-03-25,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-100126,7442,656,2025-09-29 19:37:56,2025-09-30 20:37:56,Preventivo,1.6,86.09,25.0,174.09,"Medina, Martinez and Nuñez",25,Pay-per-use,2023-07-26,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-100127,2739,890,2024-09-17 09:43:53,2024-09-17 14:43:53,Preventivo,1.3,54.55,5.0,126.05,Martinez-Gomez,10,Pay-per-use,2025-04-09,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-100128,7026,319,2025-04-19 18:25:30,2025-04-20 19:25:30,Correctivo Software,8.6,1178.63,25.0,1651.63,"Leiva, Velazquez and Medina",10,Suscripcion,2024-07-22,Victoria Federico Arias,Software,Semi-Senior
TK-100129,7209,827,2025-02-09 16:59:26,2025-02-09 17:59:26,Preventivo,1.9,94.05,1.0,198.55,Gonzalez-Roldan,25,Suscripcion,2024-02-18,Pilar Rodriguez,Mecanica General,Senior
TK-100130,3267,311,2025-11-25 01:29:10,2025-11-29 03:29:10,Correctivo Software,3.6,284.95,98.0,482.95,Rodriguez-Suarez,10,Pay-per-use,2024-12-08,Luciana Franco Rojas,Mecanica General,Junior
TK-100131,5397,327,2024-10-25 10:01:07,2024-10-26 12:01:07,Preventivo,2.4,65.17,26.0,197.17000000000002,Roldan-Rivero,10,Suscripcion,2023-09-23,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-100132,1510,109,2025-09-12 18:38:15,2025-09-13 01:38:15,Preventivo,2.1,91.62,7.0,207.12,Franco Group,10,Pay-per-use,2025-03-04,Valentino Maldonado,Mecanica General,Semi-Senior
TK-100133,8277,724,2025-12-15 03:07:09,2025-12-16 08:07:09,Preventivo,1.6,108.85,29.0,196.85,"Garcia, Cardozo and Acosta",25,Suscripcion,2025-08-18,Mateo Fernandez,Alta Tension,Senior
TK-100134,3039,763,2024-09-07 12:11:43,2024-09-08 16:11:43,Correctivo Mecanico,3.1,1448.14,28.0,1618.64,Benitez-Ruiz,10,Suscripcion,2025-03-25,Agostina Lopez Velazquez,Mecanica General,Senior
TK-100135,6082,780,2026-04-27 10:26:47,2026-04-27 13:26:47,Preventivo,1.5,58.12,3.0,140.62,"Quiroga, Ruiz and Luna",10,Suscripcion,2023-09-20,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-100136,6003,990,2025-03-28 17:12:21,2025-04-03 01:12:21,Correctivo Software,4.0,731.07,128.0,951.07,"Rios, Cabrera and Villalba",25,Suscripcion,2024-03-29,Juan Pablo Arias,Mecanica General,Semi-Senior
TK-100137,5336,349,2025-09-03 10:51:59,2025-09-04 12:51:59,Preventivo,1.5,120.7,26.0,203.2,"Diaz, Silva and Rios",10,Suscripcion,2023-06-28,Sr(a). Nicolas Romero,Software,Senior
TK-100138,1536,327,2025-10-28 04:53:53,2025-11-02 08:53:53,Correctivo Software,11.3,1224.18,124.0,1845.68,"Torres, Acosta and Duarte",10,Pay-per-use,2024-11-25,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-100139,2160,468,2025-04-21 13:00:36,2025-04-22 16:00:36,Preventivo,2.1,114.76,27.0,230.26,"Martinez, Carrizo and Diaz",10,Pay-per-use,2023-12-03,Sr(a). Santino Martinez,Mecanica General,Senior
TK-100140,5106,327,2026-03-11 21:14:26,2026-03-17 02:14:26,Correctivo Software,4.1,599.9,125.0,825.4,Gomez Inc,10,Suscripcion,2023-12-02,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-100141,5186,656,2024-10-28 16:06:41,2024-11-01 21:06:41,Correctivo Mecanico,7.0,595.32,101.0,980.32,Romero-Gonzalez,100,Pay-per-use,2025-03-10,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-100142,1436,301,2024-07-19 06:21:33,2024-07-20 13:21:33,Correctivo Mecanico,7.2,304.57,31.0,700.5699999999999,"Herrera, Martin and Vargas",25,Suscripcion,2025-10-26,Juan Ignacio Carrizo,Software,Semi-Senior
TK-100143,5450,795,2026-04-09 08:04:52,2026-04-11 09:04:52,Correctivo Software,8.2,233.62,49.0,684.6199999999999,Gomez Ltd,10,Suscripcion,2025-11-08,Valentino Cardozo Ramirez,Mecanica General,Junior
TK-100144,2868,711,2024-07-29 23:10:57,2024-08-01 07:10:57,Correctivo Mecanico,10.3,949.12,56.0,1515.62,"Gimenez, Barrios and Sosa",50,Pay-per-use,2026-02-07,Sr(a). Juan Cruz Vega,Software,Senior
TK-100145,8272,131,2024-08-29 16:24:40,2024-09-03 23:24:40,Correctivo Mecanico,6.7,561.6,127.0,930.1,Acosta-Ojeda,10,Suscripcion,2024-11-09,Juana Victoria Rojas,Mecanica General,Semi-Senior
TK-100146,7744,396,2025-12-18 08:58:50,2025-12-19 14:58:50,Preventivo,2.9,97.0,30.0,256.5,"Aguirre, Dominguez and Ruiz",25,Suscripcion,2025-09-12,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-100147,7818,396,2024-08-16 14:11:39,2024-08-17 22:11:39,Preventivo,1.2,66.08,32.0,132.07999999999998,"Luna, Rios and Ramos",10,Suscripcion,2024-12-22,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-100148,6277,762,2025-08-13 20:49:53,2025-08-18 21:49:53,Correctivo Software,11.5,1257.64,121.0,1890.14,"Fernandez, Fernandez and Rios",200,Suscripcion,2025-11-06,Nahiara Romero,Alta Tension,Senior
TK-100149,6236,656,2025-11-30 22:44:02,2025-12-04 23:44:02,Correctivo Mecanico,5.5,620.26,97.0,922.76,"Sosa, Rodriguez and Rojas",10,Suscripcion,2024-08-19,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-100150,7524,998,2025-03-07 05:15:03,2025-03-12 11:15:03,Correctivo Mecanico,6.9,270.47,126.0,649.97,"Herrera, Gonzalez and Moreno",25,Suscripcion,2024-07-29,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-100151,6419,323,2025-02-09 23:28:35,2025-02-10 03:28:35,Preventivo,2.0,94.2,4.0,204.2,Quiroga-Perez,100,Pay-per-use,2024-06-05,Santino Rivero,Alta Tension,Junior
TK-100152,4598,311,2025-04-11 10:45:48,2025-04-12 12:45:48,Preventivo,1.3,78.8,26.0,150.3,"Romero, Vazquez and Rodriguez",25,Suscripcion,2023-06-30,Luciana Franco Rojas,Mecanica General,Junior
TK-100153,6082,347,2025-01-12 05:09:01,2025-01-12 10:09:01,Preventivo,2.2,73.93,5.0,194.93,"Quiroga, Ruiz and Luna",10,Suscripcion,2023-09-20,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-100154,4070,327,2026-01-17 09:06:54,2026-01-18 17:06:54,Correctivo Mecanico,7.7,321.17,32.0,744.6700000000001,Acosta-Castro,25,Suscripcion,2025-02-03,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-100155,5951,827,2024-08-29 13:00:03,2024-08-30 18:00:03,Preventivo,2.3,65.4,29.0,191.89999999999998,"Ramirez, Fernandez and Leiva",10,Suscripcion,2024-08-26,Pilar Rodriguez,Mecanica General,Senior
TK-100156,8478,342,2024-11-21 09:27:00,2024-11-21 16:27:00,Preventivo,3.0,74.37,7.0,239.37,Figueroa Ltd,10,Suscripcion,2025-08-14,Nina Salvador Sosa,Software,Semi-Senior
TK-100157,7666,650,2024-12-14 01:25:42,2024-12-14 06:25:42,Preventivo,2.0,137.93,5.0,247.93,"Maidana, Lucero and Herrera",10,Suscripcion,2024-03-16,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-100158,5136,747,2025-09-25 14:58:32,2025-09-26 15:58:32,Preventivo,1.7,128.77,25.0,222.27,Gomez-Rodriguez,10,Suscripcion,2025-06-13,Lucía Thiago Rodriguez Arias,Mecanica General,Semi-Senior
TK-100159,6931,656,2024-07-17 08:53:13,2024-07-21 11:53:13,Correctivo Mecanico,5.3,963.02,99.0,1254.52,"Luna, Acosta and Diaz",10,Suscripcion,2025-12-22,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-100160,2245,301,2024-11-21 16:32:45,2024-11-23 00:32:45,Preventivo,2.0,83.24,32.0,193.24,Juarez-Cabrera,25,Suscripcion,2025-11-22,Juan Ignacio Carrizo,Software,Semi-Senior
TK-100161,3683,967,2025-07-16 18:26:17,2025-07-19 01:26:17,Correctivo Mecanico,10.8,1475.01,55.0,2069.01,Gomez-Gonzalez,25,Suscripcion,2024-09-07,Sebastian Medina Dominguez,Mecanica General,Junior
TK-100162,4263,396,2025-08-22 17:48:42,2025-08-24 00:48:42,Preventivo,1.8,81.82,31.0,180.82,Roldan-Gomez,10,Pay-per-use,2024-12-24,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-100163,3230,990,2025-08-21 23:20:04,2025-08-22 07:20:04,Preventivo,2.6,115.2,8.0,258.2,Sanchez-Duarte,25,Suscripcion,2024-03-19,Juan Pablo Arias,Mecanica General,Semi-Senior
TK-100164,1251,109,2025-11-24 02:08:24,2025-11-25 04:08:24,Preventivo,1.3,146.54,26.0,218.04,Maidana Ltd,25,Suscripcion,2023-11-10,Valentino Maldonado,Mecanica General,Semi-Senior
TK-100165,3024,711,2025-08-27 20:44:00,2025-08-27 23:44:00,Preventivo,1.2,141.04,3.0,207.04,Torres-Cardozo,25,Pay-per-use,2024-06-22,Sr(a). Juan Cruz Vega,Software,Senior
TK-100166,6848,160,2024-12-20 05:41:09,2024-12-21 11:41:09,Preventivo,2.9,57.48,30.0,216.98,Aguero LLC,10,Suscripcion,2024-07-09,Mateo Ezequiel Juan Ignacio Aguero Martinez,Mecanica General,Junior
TK-100167,5933,301,2026-01-07 23:25:26,2026-01-09 06:25:26,Preventivo,1.8,58.03,31.0,157.03,Aguirre-Rodriguez,25,Suscripcion,2025-03-17,Juan Ignacio Carrizo,Software,Semi-Senior
TK-100168,2033,780,2025-10-31 05:47:03,2025-11-04 06:47:03,Correctivo Mecanico,8.5,1353.67,97.0,1821.17,"Ramos, Medina and Garcia",25,Suscripcion,2023-07-19,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-100169,6325,762,2024-06-02 18:25:13,2024-06-03 22:25:13,Preventivo,1.5,118.44,28.0,200.94,"Suarez, Alvarez and Campos",10,Suscripcion,2025-04-25,Nahiara Romero,Alta Tension,Senior
TK-100170,7691,160,2026-03-02 12:13:53,2026-03-03 20:13:53,Correctivo Mecanico,6.6,327.98,32.0,690.98,Ruiz-Garcia,25,Suscripcion,2023-11-25,Mateo Ezequiel Juan Ignacio Aguero Martinez,Mecanica General,Junior
TK-100171,4457,701,2026-03-01 20:54:24,2026-03-04 21:54:24,Correctivo Software,5.3,237.63,73.0,529.13,Dominguez-Fernandez,10,Suscripcion,2024-02-06,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-100172,7172,795,2025-10-06 07:56:34,2025-10-11 14:56:34,Correctivo Mecanico,6.1,389.24,127.0,724.74,Lopez Ltd,25,Suscripcion,2026-01-06,Valentino Cardozo Ramirez,Mecanica General,Junior
TK-100173,4268,795,2026-03-24 04:58:45,2026-03-24 11:58:45,Preventivo,2.6,67.0,7.0,210.0,Sanchez LLC,10,Suscripcion,2025-07-20,Valentino Cardozo Ramirez,Mecanica General,Junior
TK-100174,8430,311,2025-01-02 05:31:42,2025-01-02 09:31:42,Preventivo,1.5,141.28,4.0,223.78,Ramirez-Gomez,10,Pay-per-use,2025-03-04,Luciana Franco Rojas,Mecanica General,Junior
TK-100175,2113,319,2024-10-19 12:09:46,2024-10-19 20:09:46,Preventivo,1.5,75.53,8.0,158.03,"Fernandez, Diaz and Medina",100,Pay-per-use,2023-08-13,Victoria Federico Arias,Software,Semi-Senior
TK-100176,7326,691,2025-06-19 01:55:13,2025-06-20 07:55:13,Preventivo,2.4,65.8,30.0,197.8,Torres Inc,10,Suscripcion,2024-09-18,Juan Rojas Torres,Alta Tension,Junior
TK-100177,4943,691,2025-08-27 08:18:50,2025-08-30 16:18:50,Correctivo Software,8.6,751.6,80.0,1224.6,Rodriguez PLC,25,Suscripcion,2023-07-03,Juan Rojas Torres,Alta Tension,Junior
TK-100178,4978,344,2025-06-12 16:33:58,2025-06-13 18:33:58,Preventivo,1.4,88.47,26.0,165.47,Quiroga LLC,100,Suscripcion,2026-04-08,Juan Ignacio Thiago Fernandez Alvarez,Mecanica General,Junior
TK-100179,7887,396,2024-10-06 11:00:11,2024-10-07 12:00:11,Preventivo,2.1,107.48,25.0,222.98000000000002,Toledo-Alvarez,25,Suscripcion,2024-12-18,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-100180,3178,319,2025-12-14 19:11:35,2025-12-16 03:11:35,Correctivo Mecanico,6.3,210.53,32.0,557.03,"Guzman, Gomez and Toledo",10,Pay-per-use,2025-01-11,Victoria Federico Arias,Software,Semi-Senior
TK-100181,8272,407,2025-03-13 05:08:43,2025-03-16 09:08:43,Correctivo Mecanico,9.9,499.15,76.0,1043.65,Acosta-Ojeda,10,Suscripcion,2024-11-09,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-100182,8916,311,2024-12-28 11:40:49,2024-12-30 13:40:49,Correctivo Mecanico,8.4,1081.09,50.0,1543.09,"Suarez, Gonzalez and Molina",25,Suscripcion,2023-05-30,Luciana Franco Rojas,Mecanica General,Junior
TK-100183,2680,933,2025-09-26 19:51:17,2025-09-27 20:51:17,Preventivo,2.3,80.89,25.0,207.39,"Farias, Roldan and Garcia",10,Suscripcion,2024-01-16,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-100184,6325,650,2024-06-24 07:37:10,2024-06-25 13:37:10,Preventivo,2.5,59.01,30.0,196.51,"Suarez, Alvarez and Campos",10,Suscripcion,2025-04-25,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-100185,6085,272,2026-01-11 17:29:52,2026-01-16 23:29:52,Correctivo Mecanico,4.2,371.81,126.0,602.81,Acosta-Rodriguez,10,Pay-per-use,2024-07-30,Tiziano Ramos,Software,Semi-Senior
TK-100186,5775,319,2026-04-10 08:40:49,2026-04-11 16:40:49,Preventivo,2.8,133.05,32.0,287.05,"Ledesma, Aguirre and Silva",50,Pay-per-use,2024-05-22,Victoria Federico Arias,Software,Semi-Senior
TK-100187,3230,780,2026-01-19 11:28:19,2026-01-19 19:28:19,Preventivo,2.5,83.87,8.0,221.37,Sanchez-Duarte,25,Suscripcion,2024-03-19,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-100188,7396,710,2024-11-14 20:01:05,2024-11-16 02:01:05,Preventivo,1.3,146.65,30.0,218.15,Blanco-Caceres,50,Suscripcion,2024-07-28,Dante Pedro Suarez,Mecanica General,Semi-Senior
TK-100189,3981,887,2025-06-01 07:45:10,2025-06-02 13:45:10,Preventivo,1.0,103.66,30.0,158.66,Benitez Inc,50,Suscripcion,2023-11-20,Lola Cardozo Ledesma,Alta Tension,Junior
TK-100190,9488,349,2025-03-08 15:48:20,2025-03-09 17:48:20,Preventivo,2.3,108.46,26.0,234.95999999999998,Sanchez and Sons,10,Suscripcion,2024-09-24,Sr(a). Nicolas Romero,Software,Senior
TK-100191,3255,780,2024-08-08 12:04:17,2024-08-09 16:04:17,Preventivo,1.9,111.95,28.0,216.45,"Torres, Sanchez and Garcia",25,Suscripcion,2023-11-04,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-100192,5669,890,2024-11-16 04:28:00,2024-11-19 11:28:00,Correctivo Mecanico,8.5,803.55,79.0,1271.05,Benitez PLC,100,Suscripcion,2026-05-08,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-100193,9883,536,2025-06-04 23:16:14,2025-06-09 01:16:14,Correctivo Mecanico,2.9,248.38,98.0,407.88,Cardozo Inc,10,Suscripcion,2023-07-28,Francisco Ruiz,Alta Tension,Semi-Senior
TK-100194,9476,887,2025-09-20 13:05:38,2025-09-24 19:05:38,Correctivo Software,10.9,376.36,102.0,975.86,Fernandez-Rivero,25,Suscripcion,2025-09-14,Lola Cardozo Ledesma,Alta Tension,Junior
TK-100195,8406,915,2025-08-17 06:01:50,2025-08-17 13:01:50,Preventivo,2.4,104.02,7.0,236.01999999999998,Mendoza Group,10,Pay-per-use,2023-09-25,Santino Gomez,Mecanica General,Junior
TK-100196,7653,933,2024-07-07 02:08:12,2024-07-08 03:08:12,Preventivo,2.7,111.57,25.0,260.07,Acosta-Ledesma,10,Pay-per-use,2024-01-12,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-100197,8811,795,2025-06-27 06:21:04,2025-06-27 12:21:04,Preventivo,1.4,94.47,6.0,171.47,"Ayala, Pereyra and Rodriguez",10,Pay-per-use,2025-07-08,Valentino Cardozo Ramirez,Mecanica General,Junior
TK-100198,1546,728,2026-04-03 05:24:11,2026-04-06 06:24:11,Correctivo Mecanico,6.0,1372.21,73.0,1702.21,"Torres, Fernandez and Bustos",10,Suscripcion,2024-09-30,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-100199,9094,763,2024-05-22 07:19:21,2024-05-26 09:19:21,Correctivo Mecanico,4.3,358.81,98.0,595.31,Sosa PLC,200,Pay-per-use,2024-12-05,Agostina Lopez Velazquez,Mecanica General,Senior
TK-100200,3198,601,2025-02-17 09:44:08,2025-02-17 10:44:08,Preventivo,2.3,109.71,1.0,236.20999999999998,"Herrera, Lopez and Gomez",25,Pay-per-use,2024-01-19,Dr(a). Matias Cabrera,Software,Semi-Senior
TK-100201,1964,998,2026-05-08 07:59:23,2026-05-13 11:59:23,Correctivo Software,4.8,363.7,124.0,627.7,Rodriguez Inc,50,Suscripcion,2024-10-06,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-100202,5706,207,2025-01-13 17:51:18,2025-01-13 23:51:18,Preventivo,2.1,108.64,6.0,224.14,Garcia-Rodriguez,25,Pay-per-use,2023-09-27,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-100203,1158,656,2024-08-23 10:42:59,2024-08-26 13:42:59,Correctivo Mecanico,10.0,974.78,75.0,1524.78,Rodriguez Ltd,10,Suscripcion,2023-12-29,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-100204,5333,701,2025-03-09 09:33:53,2025-03-10 12:33:53,Correctivo Mecanico,4.9,426.85,27.0,696.35,Ojeda PLC,10,Suscripcion,2023-11-21,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-100205,8618,288,2026-03-12 13:06:47,2026-03-15 14:06:47,Correctivo Software,10.0,509.31,73.0,1059.31,Benitez-Diaz,100,Suscripcion,2025-05-16,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-100206,8726,780,2026-02-23 13:58:23,2026-02-28 15:58:23,Correctivo Mecanico,3.0,1164.23,122.0,1329.23,"Ojeda, Vega and Gutierrez",10,Pay-per-use,2025-09-29,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-100207,2768,272,2025-07-28 09:45:20,2025-08-02 11:45:20,Correctivo Software,7.0,1211.42,122.0,1596.42,Vera-Acosta,50,Suscripcion,2023-09-14,Tiziano Ramos,Software,Semi-Senior
TK-100208,7001,712,2025-04-04 19:50:31,2025-04-06 03:50:31,Preventivo,1.4,111.51,32.0,188.51,Alvarez-Ortiz,25,Suscripcion,2025-12-06,Clara Rojas,Mecanica General,Semi-Senior
TK-100209,5336,915,2025-02-20 18:09:33,2025-02-25 01:09:33,Correctivo Software,3.1,822.68,103.0,993.18,"Diaz, Silva and Rios",10,Suscripcion,2023-06-28,Santino Gomez,Mecanica General,Junior
TK-100210,7744,342,2025-07-11 07:11:43,2025-07-11 09:11:43,Preventivo,2.0,140.97,2.0,250.97,"Aguirre, Dominguez and Ruiz",25,Suscripcion,2025-09-12,Nina Salvador Sosa,Software,Semi-Senior
TK-100211,5712,342,2025-10-25 09:20:23,2025-10-30 15:20:23,Correctivo Software,3.9,364.05,126.0,578.55,"Molina, Rodriguez and Leiva",200,Suscripcion,2025-11-09,Nina Salvador Sosa,Software,Semi-Senior
TK-100212,8811,160,2024-09-24 03:02:57,2024-09-29 10:02:57,Correctivo Mecanico,7.5,789.83,127.0,1202.33,"Ayala, Pereyra and Rodriguez",10,Pay-per-use,2025-07-08,Mateo Ezequiel Juan Ignacio Aguero Martinez,Mecanica General,Junior
TK-100213,2501,109,2025-12-26 08:37:09,2025-12-31 12:37:09,Correctivo Software,3.6,1051.13,124.0,1249.13,"Diaz, Godoy and Valdez",10,Pay-per-use,2023-07-29,Valentino Maldonado,Mecanica General,Semi-Senior
TK-100214,5951,747,2025-05-13 18:43:34,2025-05-15 01:43:34,Preventivo,2.8,91.38,31.0,245.38,"Ramirez, Fernandez and Leiva",10,Suscripcion,2024-08-26,Lucía Thiago Rodriguez Arias,Mecanica General,Semi-Senior
TK-100215,5933,207,2026-01-01 07:03:35,2026-01-04 13:03:35,Correctivo Mecanico,3.4,754.79,78.0,941.79,Aguirre-Rodriguez,25,Suscripcion,2025-03-17,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-100216,7930,422,2024-07-08 15:02:37,2024-07-09 17:02:37,Correctivo Mecanico,9.0,816.55,26.0,1311.55,"Campos, Toledo and Castro",50,Suscripcion,2025-06-06,Ana Paula Guzman,Mecanica General,Junior
TK-100217,7326,323,2024-05-25 21:29:24,2024-05-27 22:29:24,Correctivo Mecanico,3.4,1160.43,49.0,1347.43,Torres Inc,10,Suscripcion,2024-09-18,Santino Rivero,Alta Tension,Junior
TK-100218,1251,396,2025-08-12 03:37:35,2025-08-13 09:37:35,Preventivo,2.1,117.0,30.0,232.5,Maidana Ltd,25,Suscripcion,2023-11-10,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-100219,9782,691,2024-07-04 09:16:32,2024-07-04 14:16:32,Preventivo,2.9,92.29,5.0,251.79000000000002,Morales PLC,100,Pay-per-use,2024-05-21,Juan Rojas Torres,Alta Tension,Junior
TK-100220,6236,827,2024-05-23 15:30:19,2024-05-23 18:30:19,Preventivo,1.7,107.79,3.0,201.29000000000002,"Sosa, Rodriguez and Rojas",10,Suscripcion,2024-08-19,Pilar Rodriguez,Mecanica General,Senior
TK-100221,5201,728,2024-12-02 13:51:54,2024-12-03 15:51:54,Preventivo,1.4,60.82,26.0,137.82,"Suarez, Diaz and Rojas",25,Suscripcion,2025-10-01,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-100222,9316,396,2024-10-27 12:07:01,2024-11-01 13:07:01,Correctivo Software,8.0,1249.39,121.0,1689.39,"Gonzalez, Hernandez and Gonzalez",10,Suscripcion,2025-01-01,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-100223,7850,998,2024-06-12 20:48:13,2024-06-13 01:48:13,Preventivo,2.7,76.74,5.0,225.24,Soto and Sons,10,Pay-per-use,2024-10-01,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-100224,1647,207,2026-04-29 12:30:06,2026-04-30 15:30:06,Correctivo Software,5.4,641.77,27.0,938.77,Lopez PLC,50,Pay-per-use,2026-03-20,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-100225,7396,887,2024-06-28 21:35:54,2024-06-28 22:35:54,Preventivo,2.1,90.08,1.0,205.57999999999998,Blanco-Caceres,50,Suscripcion,2024-07-28,Lola Cardozo Ledesma,Alta Tension,Junior
TK-100226,6139,933,2026-01-15 23:48:33,2026-01-17 05:48:33,Preventivo,2.1,87.62,30.0,203.12,Juarez-Gutierrez,10,Pay-per-use,2024-12-30,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-100227,6246,468,2025-03-18 01:10:09,2025-03-23 03:10:09,Correctivo Mecanico,5.5,621.7,122.0,924.2,Torres Group,25,Pay-per-use,2023-07-22,Sr(a). Santino Martinez,Mecanica General,Senior
TK-100228,9595,109,2025-06-10 10:17:00,2025-06-11 12:17:00,Correctivo Mecanico,4.0,1180.77,26.0,1400.77,"Garcia, Gomez and Diaz",50,Pay-per-use,2024-04-29,Valentino Maldonado,Mecanica General,Semi-Senior
TK-100229,9595,763,2024-12-21 10:53:48,2024-12-22 17:53:48,Preventivo,2.3,98.57,31.0,225.07,"Garcia, Gomez and Diaz",50,Pay-per-use,2024-04-29,Agostina Lopez Velazquez,Mecanica General,Senior
TK-100230,2213,795,2025-09-13 03:47:03,2025-09-17 05:47:03,Correctivo Mecanico,9.7,347.96,98.0,881.46,"Morales, Rodriguez and Fernandez",10,Suscripcion,2025-10-02,Valentino Cardozo Ramirez,Mecanica General,Junior
TK-100231,8564,710,2025-11-17 10:44:45,2025-11-20 11:44:45,Correctivo Mecanico,8.9,832.62,73.0,1322.12,Rodriguez Group,10,Suscripcion,2024-10-01,Dante Pedro Suarez,Mecanica General,Semi-Senior
